,item,price,url
529,caracal blueprint no research,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
530,vexor blueprint 1020,180m,https://forums.eveonline.com/t/lots-of-bpos/247134
531,,120m,https://forums.eveonline.com/t/lots-of-bpos/247134
532,caracal blueprint 510 100m caracal blueprint 80 90m caracal blueprint no research,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
533,vexor blueprint 1020 180m vexor blueprint 1018 x4 120m vexor blueprint no research x2 75m thorax blueprint 1020,175m,https://forums.eveonline.com/t/lots-of-bpos/247134
534,,90m,https://forums.eveonline.com/t/lots-of-bpos/247134
535,caracal blueprint no research,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
536,,90m,https://forums.eveonline.com/t/lots-of-bpos/247134
537,,90m,https://forums.eveonline.com/t/lots-of-bpos/247134
538,caracal blueprint no research,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
539,vexor blueprint 1020 180m vexor blueprint 1018 x4 120m vexor blueprint no research x2 75m thorax blueprint 1020 175m thorax blueprint 50 90m thorax blueprint no research 75m blackbird blueprint 60 90m blackbird blueprint 010 90m celestis blueprint no research 75m augoror blueprint 1020,150m,https://forums.eveonline.com/t/lots-of-bpos/247134
540,maller blueprint 1020,200m,https://forums.eveonline.com/t/lots-of-bpos/247134
541,,150m,https://forums.eveonline.com/t/lots-of-bpos/247134
542,maller blueprint 1020,200m,https://forums.eveonline.com/t/lots-of-bpos/247134
543,moa blueprint 1020 150m omen blueprint 1020 200m rupture blueprint 1020,170m,https://forums.eveonline.com/t/lots-of-bpos/247134
544,,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
545,,75m,https://forums.eveonline.com/t/lots-of-bpos/247134
546,cap component bpc's 40 runs 10/20 have the below for sale 10 off if you buy the complete stack capital armor plates blueprint x 234,27m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
547,each capital capacitor battery blueprint x 244,26m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
548,each capital cargo bay blueprint x 241,63m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
549,each capital clone vat bay blueprint x 236,2m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
550,each capital computer system blueprint x 242,4m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
551,each capital construction parts blueprint x 199,25m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
552,each capital corporate hangar bay blueprint x 259,47m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
553,each capital drone bay blueprint x 263,23m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
554,,2m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
555,each capital computer system blueprint x 242,4m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
556,each capital construction parts blueprint x 199 25m each capital corporate hangar bay blueprint x 259 47m each capital drone bay blueprint x 263 23m each capital jump drive blueprint x 269 2m each capital power generator blueprint x 239 4m each capital propulsion engine blueprint x 143,21m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
557,each capital sensor cluster blueprint x 299,29m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
558,,26m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
559,each capital cargo bay blueprint x 241 63m each capital clone vat bay blueprint x 236 2m each capital computer system blueprint x 242 4m each capital construction parts blueprint x 199 25m each capital corporate hangar bay blueprint x 259 47m each capital drone bay blueprint x 263 23m each capital jump drive blueprint x 269 2m each capital power generator blueprint x 239 4m each capital propulsion engine blueprint x 143 21m each capital sensor cluster blueprint x 299 29m each capital shield emitter blueprint x 230 26m each capital ship maintenance bay blueprint x 249,49m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
560,each capital siege array blueprint x 222,31m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
561,each capital turret hardpoint blueprint x 225,28m,https://forums.eveonline.com/t/cap-component-bpcs-40-runs-10-20/221677
562,draclira's modified cap recharger draclira’s modified cap recharger,11b,https://forums.eveonline.com/t/dracliras-modified-cap-recharger/245646
563,/ wta t2 bpo - claw - 9/18 starting bid,100b,https://forums.eveonline.com/t/wts-wta-t2-bpo-claw-9-18/250108
564,isk min increments 500m isk reserve,110b,https://forums.eveonline.com/t/wts-wta-t2-bpo-claw-9-18/250108
565,isk other bpos on sale wts prowler t2 bpo 1018 sales ads wts prowler bpo 1018 located in highsec 5 jumps from jita send me your offers thank you other bpos on sale wts cheetah t2 bpo 918 sales ads wts cheetah bpo 918 located in highsec 5 jumps from jita send me your offers thank you other offers wts unique ships eris flycatcher heretic sabre double bubble sales ads collection item cant be undocked each ship fitted with 2 interdiction sphere launcher and fully fitted location jita 44 price,12b,https://forums.eveonline.com/t/wts-wta-t2-bpo-claw-9-18/250108
566,,500m,https://forums.eveonline.com/t/wts-wta-t2-bpo-claw-9-18/250108
567,8 mil lp wts 8 mil concord lp 1100isklpbumpto the topbupmy timeto the to,8 mil,https://forums.eveonline.com/t/wts-8-mil-lp/250221
568,lp wts 8 mil concord lp 1100isklpbumpto the topbupmy timeto the to,8 mil,https://forums.eveonline.com/t/wts-8-mil-lp/250221
569,fully fit hyper rigged nyx sale -,23b,https://forums.eveonline.com/t/fully-fit-hyper-rigged-nyx-for-sale-23b/250740
570,erebus biosecurity responders skin,NA,https://forums.eveonline.com/t/wts-erebus-biosecurity-responders-skin/251247
571,vespa t2 bpo *sold* as the title looking to offload a vespa t2 bpo it is located near jita in a safe place starting price,115b,https://forums.eveonline.com/t/wts-vespa-t2-bpo-sold/250677
572,buyout,150b,https://forums.eveonline.com/t/wts-vespa-t2-bpo-sold/250677
573,buyout lowered sold evemail reply herei added a b for them xdingame offer of,130b,https://forums.eveonline.com/t/wts-vespa-t2-bpo-sold/250677
574,officer items tuvan’s modified adaptive nano plating 500ml tuvan’s modified neutron blaster cannon 3bil tuvan’s modified power diagnostic system,25 bil,https://forums.eveonline.com/t/wts-officer-items/250337
575,sold closed,NA,https://forums.eveonline.com/t/sold-closed/246888
576,officer & faction capital modules (located jita),NA,https://forums.eveonline.com/t/wts-officer-faction-capital-modules-located-in-jita/243174
577,sold both come with t2 cdfe rigs,60b,https://forums.eveonline.com/t/all-sold/247082
578,for the levi sold,17b,https://forums.eveonline.com/t/all-sold/247082
579,[c5] region28 perfect pi + structures http://anoik.is/systems/j115901 for sale 1 astra 1 athanor 7 pocos build any pi,35b,https://forums.eveonline.com/t/wts-c5-region28-perfect-pi-structures/250916
580,hel placid [sold],NA,https://forums.eveonline.com/t/wts-hel-in-placid-sold/231807
581,2 x fitted krab nyx feythabolis looking to sell two of these http://evepraisal.com/a/ti09c both come fully krab fit with fuel and t2 fighters located in the jo32 keepstar open to offersstill for sale would take 30 bill for the pair fittedsold for,285b,https://forums.eveonline.com/t/wts-2-x-fitted-krab-nyx-in-feythabolis/250592
582,de lete,NA,https://forums.eveonline.com/t/de-lete/250559
583,sold! bcs,55b,https://forums.eveonline.com/t/sold/235195
584,sold thank been away from the game a couple years cleaning house of stuff i don’t fly anymore mostly t1 fit with full cargoholds of various things both in podion moros,24b,https://forums.eveonline.com/t/sold-thank-you/250383
585,https://evepraisal.com/a/tgciw thanatos,25b,https://forums.eveonline.com/t/sold-thank-you/250383
586,delete,NA,https://forums.eveonline.com/t/delete/250801
587,sold - komodo molok bpcs wts komodo bpc in highsec jita 44 proof of ownership 1331×745 215 kb komodo starting bid,325b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
588,komodo buyout,350b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
589,do not message me with plex or other trades isk only pittsburgh29895426 or ingame pittsburgh2989 alternate contact minton benidal molok sold molok starting bid,435b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
590,,350b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
591,do not message me with plex or other trades isk only pittsburgh29895426 or ingame pittsburgh2989 alternate contact minton benidal molok sold molok starting bid 435b molok buyout 475btoo low 350b minimum bidwill give an additional 12h for anyone to outbid dt today then both are yours tyrannotitan,785b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
592,,435b,https://forums.eveonline.com/t/sold-komodo-and-molok-bpcs/245606
593,auran's plex & officer mod empourium - ships inside! thread revamped to contain only my most expensive least necessary sales offers open to counteroffers especially if prices fluctuate i cba to keep uptodate pricing on all my stuff all the time evemail auran glimmer for infowhatever featured officer mods brynn tracking comps,26b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
594,3 available tuvan tracking comps,36b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
595,available setele tracking comps,49b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
596,2 available cormack tracking comp,12b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
597,dracchelm heatsink,925b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
598,3 available atm estameltobias bcus,23b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
599,3 available unit p’s dda,75b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
600,tobi gyros,24b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
601,unit p’s damage control unit,21b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
602,8x hakim’s rapid heavy missile launcher,19b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
603,,19b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
604,each full unsorted list of all available highend purps http://evepraisal.com/a/q64ha skins nyx umbral skin 19b nothing says balling out of control like a skin that costs nearly as much as your ship cordite blaze squadron skin sets 15 off jita sell price for a full set 500 other skins http://evepraisal.com/a/pkdsb will do solid deals vs jita sell on anything hit me up with what you’re interested in and offers if you have them chemosh sold chameleon,350b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
605,explosive deflection amplifier ii bpo sold zealot bpo,200b,https://forums.eveonline.com/t/aurans-plex-officer-mod-empourium-at-ships-inside/221021
606,officer mods all located in jita 44 raysere’s modified large emp smartbomb,4b,https://forums.eveonline.com/t/wts-officer-mods/236850
607,ahremen’s modified large emp smartbomb,5b,https://forums.eveonline.com/t/wts-officer-mods/236850
608,ahremen’s modified armor explosive hardener,1b,https://forums.eveonline.com/t/wts-officer-mods/236850
609,chelm’s modified armor em hardener,16b,https://forums.eveonline.com/t/wts-officer-mods/236850
610,chelm’s modified armor explosive hardener,175b,https://forums.eveonline.com/t/wts-officer-mods/236850
611,ahremen’s modified energized adaptive nano membrane x2,43b,https://forums.eveonline.com/t/wts-officer-mods/236850
612,each cormack’s modified energized explosive membrane,42b,https://forums.eveonline.com/t/wts-officer-mods/236850
613,cormack’s modified energized kinetic membrane x2,38b,https://forums.eveonline.com/t/wts-officer-mods/236850
614,,5b,https://forums.eveonline.com/t/wts-officer-mods/236850
615,ahremen’s modified armor explosive hardener 1b chelm’s modified armor em hardener 16b chelm’s modified armor explosive hardener 175b ahremen’s modified energized adaptive nano membrane x2 43b each cormack’s modified energized explosive membrane 42b cormack’s modified energized kinetic membrane x2 38b each cormack’s modified energized thermal membrane x2 5b each tuvan’s modified tracking computer,36b,https://forums.eveonline.com/t/wts-officer-mods/236850
616,,3b,https://forums.eveonline.com/t/wts-officer-mods/236850
617,[sold] the hel has been delivered to the winterco frt keepstar and is available for sale there to anyone with access to the structure it is currently on contract for,25b,https://forums.eveonline.com/t/sold/250177
618,cormacks pds & modified ion blaster cannon,NA,https://forums.eveonline.com/t/wts-cormacks-pds-modified-ion-blaster-cannon/229149
619,various bpo,NA,https://forums.eveonline.com/t/wts-various-bpo/249813
